pc_learn;learning_outcome;cat_1;cat_2
0;Übernahme der Prüfungsorganisation, wenn Kollegen erkranken;Nichts;
0;überraschend gutes Gespräch;Nichts;
7;Übersicht über Schularten und Personal der Abteilung, Planung und Einteilung zukünftiger Klassen, Schwierigkeiten und Besonderheiten bei der Deputatsverteilung, gute Unterstützung durch Abteilungsleiter erhalten;Positive Einstellung zur Teamarbeit;
0;Üblicher Unterrichts- Wahnsinn;Nichts;
0;Übung;Nichts;
1;Übung des Stoffes;Nichts;
2;Übung im Vorbereiten von Unterricht;Festigung von Kernkompetenzen;
2;Übung in der Evaluationsauswertung;Festigung von Kernkompetenzen;
3;Übung in der Vorbereitung und Notengebung;Festigung von Kernkompetenzen;
1;Übungsaufgaben zu neuen Themen erfunden;Nichts;
4;Übungsmaterial für SuS;Nichts;
2;ueinigkeit wie gelder verwendet werden bei digitalen medien;Nichts;
5;um Hilfe bitten, wenn nötig;Bewusstsein der Bedeutung von Selbstreflexion;
3;"Umbau Schulnetz nach BelWue; Aufbau Mail Architektur";Nichts;
4;Umfrage erstellen mit minnit;Wissenserweiterung;
2;Umgang der Schüler:innen mit freieren Arbeitsaufträgen;Nichts;
1;Umgang Kollege;Situationsdiagnostik;
1;Umgang Lernfeldunterricht;Wissenserweiterung;
0;Umgang mit Ausbildern;Situationsdiagnostik;
1;Umgang mit autistischen SuS;Situationsdiagnostik;
6;Umgang mit BewO;Wissenserweiterung;
2;Umgang mit defekt an Werkstatt eines Kollegen;Situationsdiagnostik;
3;Umgang mit dem Intranet;Wissenserweiterung;
6;Umgang mit dem Modul Personal in NAV2018;Wissenserweiterung;
3;Umgang mit dem Programm Edkimo üben und sichern;Wissenserweiterung;
7;Umgang mit der App Goodnotes auf dem Lehrer iPad.;Wissenserweiterung;
3;Umgang mit der Referendarin;Situationsdiagnostik;
0;Umgang mit dieser APP;Wissenserweiterung;
7;Umgang mit digitalen Unterrichtsformen;Wissenserweiterung;
4;Umgang mit digitaler Tafel;Wissenserweiterung;
0;Umgang mit einer App auf dem Tablet;Wissenserweiterung;
1;Umgang mit Eltern;Situationsdiagnostik;
0;Umgang mit Excel;Wissenserweiterung;
2;Umgang mit extrem schwierigen Schülern, Absprachen mit Kollegen in der Konferenz;Situationsdiagnostik;
4;Umgang mit Fehlzeiten;Situationsdiagnostik;
2;Umgang mit Firmenvertretern;Situationsdiagnostik;
0;Umgang mit frechen sus;Situationsdiagnostik;
2;Umgang mit fremden Menschen;Situationsdiagnostik;
1;Umgang mit Geflüchteten;Situationsdiagnostik;
3;Umgang mit Gesundheitsproblemen während einer Prüfung;Situationsdiagnostik;
1;Umgang mit Google-Synchronisation;Wissenserweiterung;
4;Umgang mit herausfordenten Schüler;Situationsdiagnostik;
1;Umgang mit hohen Fehlzeiten;Situationsdiagnostik;
5;Umgang mit iCloud;Wissenserweiterung;
4;Umgang mit ItsLearning;Wissenserweiterung;
1;Umgang mit Klassenlehrerin bezüglich Fehlzeiten von Schülern, unterschiedliche Vorgehensweisen je nach Schülersituation;Situationsdiagnostik;
1;Umgang mit Kollegen, Vorbereitung des nächsten Schuljahres im Kontext der Fachschaftstätigkeit;Situationsdiagnostik;
1;Umgang mit Kollegium;Situationsdiagnostik;
3;Umgang mit Konflikten im Team;Situationsdiagnostik;
2;Kollegen früher einbeziehen und Absprachen klarer treffen.;Situationsdiagnostik;
2;Umgang mit konfliktreichen Situationen;Situationsdiagnostik;
2;Umgang mit Konzentrationsschwierigkeiten und fehlender Motivation bei den SuS;Situationsdiagnostik;
1;Umgang mit Kriitik;Emotionsregulation;
1;Umgang mit Kunden vor Ladenschluss (Einzelhandelsklasse);Situationsdiagnostik;
0;Umgang mit kurzfristigen Planänderungen;Situationsdiagnostik;
3;Umgang mit leistungsschwachen Schülern;Situationsdiagnostik;
2;Umgang mit Lern Videos;Wissenserweiterung;
3;Umgang mit lernschwachen Schülern;Situationsdiagnostik;
7;Umgang mit Material, Umfang von unterrichtsbezogenen Produkten (Hardware, Software);Wissenserweiterung;
2;Umgang mit meinubgsverschiedenheiten;Situationsdiagnostik;
1;Umgang mit Menschen;Situationsdiagnostik;
4;Umgang mit MS 365, MOODLE, ItsLearning usw.;Wissenserweiterung;
6;Umgang mit neuem Lehrplan;Wissenserweiterung;
2;Umgang mit neuen Bildungsplaninhalten;Wissenserweiterung;
3;Umgang mit neuen Displays;Wissenserweiterung;
2;Umgang mit neuen Klassen;Situationsdiagnostik;
1;Umgang mit neuen SuS per Videokonferenz;Situationsdiagnostik;
3;Umgang mit neuer App für Tablet;Wissenserweiterung;
0;Umgang mit neuer Hardware;Wissenserweiterung;
3;Umgang mit neuer Software;Wissenserweiterung;
2;Umgang mit nicht funktionierender Technik;Situationsdiagnostik;
2;Umgang mit OneDrive und iCloud;Wissenserweiterung;
3;Umgang mit Praktikanten;Situationsdiagnostik;
3;Umgang mit Praktikanten bringt immer neuen Input;Situationsdiagnostik;
4;Umgang mit Problemen vor der Schulleitung;Situationsdiagnostik;
1;Umgang mit Prüfungsangst bei Azubi;Situationsdiagnostik;
2;Umgang mit Prüfungsfragen hilft SchülerInnen beim Fokussieren;Situationsdiagnostik;
3;Umgang mit Prüfungsvorbereitung;Situationsdiagnostik;
4;Umgang mit psychischen Erkrankungen bei Schülern;Situationsdiagnostik;
0;Umgang mit rauchenden Schülern ist stressig;Situationsdiagnostik;
7;Umgang mit Rechtsradikalismus;Situationsdiagnostik;
3;Umgang mit Schlägerei;Situationsdiagnostik;
3;Umgang mit schnellen SchülerInnen ohne weiteren Arbeitsauftrag;Situationsdiagnostik;
3;Umgang mit Schulabsentismus;Situationsdiagnostik;
2;Umgang mit Schüler in Notsituation;Situationsdiagnostik;
7;Umgang mit Schülerbeiträgen, Reflexion meines Verhaltens;Fähigkeit zur Selbstreflexion;
2;Umgang mit Schülerinnen und Schülern optimieren;Situationsdiagnostik;
5;Umgang mit Schülern;Situationsdiagnostik;
1;Umgang mit Schülern aus sozial schwachen Schichten;Situationsdiagnostik;
1;Umgang mit Schülern die einen Nervenzusammenbruch haben;Situationsdiagnostik;
3;Umgang mit Schülern die schlecht Deutsch sprechen;Situationsdiagnostik;
0;Umgang mit Schülern/ Eltern im Rahmen der Schulkonferenz;Situationsdiagnostik;
3;Umgang mit Schulträger;Situationsdiagnostik;
2;Umgang mit schwierigen Eltern;Situationsdiagnostik;
3;Umgang mit schwierigen Gesprächen, Supervision, BL Ausbildung;Situationsdiagnostik;
3;Umgang mit schwierigen Klassen;Situationsdiagnostik;
3;Umgang mit schwierigen KollegInnen;Situationsdiagnostik;
5;Umgang mit schwierigen Schülern;Situationsdiagnostik;
6;Umgang mit schwierigen Situationen/ Stärkung von Ressourcen;Situationsdiagnostik;
1;Umgang mit schwierigen SuS;Situationsdiagnostik;
2;Umgang mit schwierigen zwischenmenschlichen Beziehungen;Situationsdiagnostik;
3;Umgang mit sehbehinderten Schülerinnen;Situationsdiagnostik;
3;Umgang mit sehr lernschwachen Schülerinnen und Schülern im Einzelhandel;Situationsdiagnostik;
7;Umgang mit Shaper Origin;Wissenserweiterung;
4;Umgang mit sozial auffälligen Schüler Innen;Situationsdiagnostik;
3;Umgang mit Spontanänderungen aufgrund des Wetters bei der Durchführung von Ausflügen;Situationsdiagnostik;
3;Umgang mit störenden oder nicht mitarbeitenden SuS;Situationsdiagnostik;
4;Umgang mit Störungen;Situationsdiagnostik;
2;Umgang mit SuS;Situationsdiagnostik;
1;Umgang mit SuS in Stressituationen;Situationsdiagnostik;
4;Umgang mit Tablet im Klassenzimmer;Wissenserweiterung;
2;Umgang mit Tabletkoffer im DV Unterricht im BKI;Wissenserweiterung;
5;Umgang mit Todesfall in der Klasse;Nichts;
1;Umgang mit Übersetzer;Wissenserweiterung;
1;Umgang mit Unruhe;Situationsdiagnostik;
2;Umgang mit unruhigen Schülern geübt;Festigung von Kernkompetenzen;
1;Umgang mit Unterrichtsstoff;Situationsdiagnostik;
2;"Umgang mit Unterschiedlichen Bewertungen des Ukraine Krieges
";Situationsdiagnostik;
3;Umgang mit verschiedenen Sprachniveaus;Situationsdiagnostik;
3;Umgang mit Videoschnitt;Wissenserweiterung;
2;Umgang mit Vorgesetzten;Situationsdiagnostik;
1;Umgang mit Word;Wissenserweiterung;
5;umgangssprachlich mit der Zeiterfassungsapp;Nichts;
2;Umgestaltung der Lernmaterialien mit Nachlesen in Fachartikeln führte zu einer neuen Themenanordnung mit besserem roten Faden für die Schüler;Situationsdiagnostik;
2;Umgestaltung einer Themas mit modellhafter Herangehensweise hat sich als effektiv herausgestellt.;Situationsdiagnostik;
2;Umplanen der Studienfahrt aufgrund einer unerwarteten Änderung;Nichts;
2;Umplanen der Studienfahrt aufgrund unvorhergesehener Umstände;Nichts;
7;Umsetzung der Konfiguration Untis, Behebung der Fehler, Wiederinbetriebnahme Untis;Wissenserweiterung;Reduzierung von Fehlern
3;Umsetzung Lernfeld-Unterricht;Nichts;
2;Umsetzung neuer Verordnungen in der Schulleitungsrunde;Nichts;
2;Umsetzung Unterrichtsmaterial in moodle-Kurs;Nichts;
4;Umsetzung von Gesetzen und Verordnungen;Nichts;
6;unbekannte Tätigkeit erfordert sehr viel Konzentration;Bewusstsein der Bedeutung von Konzentration;
2;Uneinigkeiten bei der Verteilung der Verwaltungsstunden;Nichts;
0;Unfreundliche sus;Nichts;
0;ungeplanter Einsatz;Nichts;
0;Ungewöhnlich viele SuSs melden sich dieses Jahr vom christlichen Religionsunterricht ab.;Nichts;
6;"Uni-Projekt: Masterarbeit ""SEL""";Nichts;
0;unnötige Bürokratie, sehr lange Wege,da Daten auf/in vielen Kanälen verfügbar sind,und Z.B nicht in einem Programm,Kanal gespeichert werden sondern in vielen Mail/messenger/untis etc;Situationsdiagnostik;
0;Unruhe in der klasse schadet der kommunikation;Situationsdiagnostik;
1;Unruhige genervte sus;Nichts;
0;Unsere SchülerInnen sind kaum erzogen.;Situationsdiagnostik;
5;Unter anderem in ein neues Thema eingearbeitet;Wissenserweiterung;
1;Unter Assistenz meiner SuS, YouTube-Videos richtig gestartet und eine Schülerin zugeschaltet - das hat heute Probleme verursacht;Nichts;
0;Unter Hektik ein Arbeitsplatz zu gestalten;Sonstiges;
0;Unterlagen ordnen und für die Schüler in der Schulcloud bereitstellen;Gewissenhaftes, sorgfältiges Arbeiten;
3;Unterlagen organisieren;Gewissenhaftes, sorgfältiges Arbeiten;
2;Unterlagen von einem Kollegen besprochen, der ein für mich neues Fach schon unterrichtet hat;Nichts;
1;Unterplanung mit Kollegen erforderlich;Situationsdiagnostik;
0;Unterricht;Nichts;
6;Unterricht eines Praktikanten analysieren;Nichts;
3;Unterricht früher vorbereiten. Auf Druck entsteht kein guter Unterricht.;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
6;Unterricht funktioniert nach dem Angebot-Nutzungs-Modell. Ich mache den SuS das Angebot des Unterrichts und sie entscheiden selbst, ob sie dieses annehmen wollen: Verantwortung abgeben.;Situationsdiagnostik;
0;Unterricht für den ganzen Tag vorbereitet. Alle Arbeitsblätter ausgedruckt und Klassrnweise kopiert. Tafelsilber und Unterrichtsmaterial zusammen gesucht.;Nichts;
3;Unterricht für Ukrainer/innen vorbereitet;Nichts;
1;Unterricht geht hier nur, wenn die Mitteilungsbedürftigkeit der Schüler*innen sehr viel Raum bekommt;Situationsdiagnostik;
4;"Unterricht geplant und vorbereitet; Themen nachgelesen, Informationen verglichen und didaktisch reduziert; Methoden überlegt und Arbeitsmaterialien erstellt.";Nichts;
4;Unterricht gestalten;Festigung von Kernkompetenzen;
1;Unterricht halten;Nichts;
0;Unterricht im BK für manche Schüler echt sinnlos.;Nichts;
3;Unterricht im Handlungsfeld BEF 1/ Klassengespräch;Nichts;
3;Unterricht in BEF1;Nichts;
0;Unterricht in kleiner Klasse bzw laufender Projektarbeit angenehm;Nichts;
2;Unterricht in Projektarbeit;Nichts;
3;Unterricht ind BHF, ZQ und Deutsch;Nichts;
4;Unterricht ist immer auch ein gegenseitiges Lernen, vor allem wenn man diskutiert;Situationsdiagnostik;
7;Unterricht macht Spaß;Jobzufriedenheit;
0;Unterricht mit Gruppenarbeit;Nichts;
0;Unterricht mit Schülerpäsentationen;Nichts;
1;Unterricht mit wenig motivieren Schülern;Nichts;
3;"Unterricht muss anders geplant werden; eine gemeinsame Strategie zum Umgang mit den Störern der Klasse entwickeln";Situationsdiagnostik;
2;Unterricht muss leichter gestaltet werden.;Situationsdiagnostik;
5;Unterricht muss schüleraktiv gestaltet werden.;Situationsdiagnostik;
2;Unterricht nachbereitet;Nichts;
3;Unterricht nachbereitet und vorbereiten;Nichts;
2;Unterricht nachbereitet: digitales Tagebuch, Materialien online eingestellt, Unterlagen einsortiert;Nichts;
1;Unterricht sturlturierter planen;Situationsdiagnostik;
3;Unterricht SuS lernen das was ich vorbereitet und beabsichtigt habe;Nichts;
2;Unterricht und Klassenarbeiten vorbereiten;Nichts;
0;Unterricht verlief zäh;Situationsdiagnostik;
3;Unterricht vor- und nachbereiten;Nichts;
1;Unterricht vorbereiten;Nichts;
4;Unterricht vorbereiten, klassenarbeiten erstellt, Räume für Nachschreiber organisiert;Nichts;
2;Unterricht vorbereiten, organisieren, Übersichten zu Prüfungen erstellen;Nichts;
7;Unterricht vorbereitet;Nichts;
6;Unterricht vorbereitet - Einführung einer neuen Lektüre;Nichts;
7;Unterricht vorbereitet und eingelesen;Nichts;
3;Unterricht vorbereitet, neues Thema;Nichts;
5;"Unterricht weiterentwickeln
";Nichts;
0;Unterricht WPF;Nichts;
5;"Unterrichten in kleinen Lerngruppen
";Nichts;
0;Unterrichten macht Spaß;Jobzufriedenheit;
7;Unterrichtsbeispiel;Nichts;
0;Unterrichtsbeobachtung bei Schulpraktikant:in;Nichts;
4;Unterrichtsbeobachtung beim Kollegen;Nichts;
7;Unterrichtsbeobachtung eines angeleiteten beziehungsweise begleiteten Unterrichtes einer Praktikanten;Nichts;
1;Unterrichtsberatungsgespräch und mögliche Kündigung der Kollegin;Nichts;
2;Unterrichtserfahrung;Festigung von Kernkompetenzen;
3;Unterrichtserfahrung gesammelt;Festigung von Kernkompetenzen;
0;Unterrichtsfreier Tag,wenn Kinder ausm Haus kann ich gut im Büro schaffen;Situationsdiagnostik;
2;Unterrichtsfreier Tag/Arbeit von zu Hause reduziert Stress bei Vorbereitung;Situationsdiagnostik;
5;Unterrichtsgestaltung;Festigung von Kernkompetenzen;
0;Unterrichtsgorbereitungen nach Erholungsphasen sind wesentlich produktiver;Pausenbewusstsein und Ressourcenschonung ;
1;Unterrichtsidee für Fabeln;Wissenserweiterung;
6;Unterrichtsidee für Stationenlernen, Thema Berufsorientierung, mit Tablett und VR-Brillen;Wissenserweiterung;
6;Unterrichtsinhalte aufbereitet;Nichts;
2;Unterrichtsmaterial bewerten;Nichts;
7;Unterrichtsmaterial bewerten und planen;Festigung von Kernkompetenzen;
1;Unterrichtsmaterial direkt ordentlich abheften, dann muss man es nicht nachträglich sortieren;Bewusstsein der Bedeutung von gewissenhaftem, sorgfältigen Arbeiten;
0;Unterrichtsmaterial erstellt, Powerpoint Folien;Nichts;
2;Unterrichtsmaterial optimiert;Nichts;
0;Unterrichtsmaterial vorbereitet;Nichts;
2;Unterrichtsmaterialien überarbeiten für sehr schwache SchülerInnen;Festigung von Kernkompetenzen;
2;Unterrichtsmaterialien wurden ausgetauscht.;Nichts;
7;Unterrichtsmethoden kennengelernt;Lernen neuer Arbeitsmethoden;
4;Unterrichtsmethoden verbessern,  erweitern;Lernen neuer Arbeitsmethoden;
7;Unterrichtsnachbereitung. Arbeitsblätter korrigiert die ich heute mit den Schülern bearbeitet habe. Damit hier eine Musterlösung mit mehreren Lösungswegen vorliegt. Diese können die Schüler dann gern vergleichen oder Ausleihen.;Nichts;
0;unterrichtsorganisation;Nichts;
2;Unterrichtspläne optimiert;Nichts;
2;Unterrichtsplanung eröffnet immer neue Sichten - auf die SuSs und die Inhalte.;Situationsdiagnostik;
3;Unterrichtsplanung für Abwesenheit nach Ferien;Nichts;
4;Unterrichtsplanung mit Schulpraktikant:in durchsprechen;Nichts;
4;"Unterrichtsplanung

";Nichts;
2;Unterrichtspraxis;Nichts;
3;Unterrichtsstoff aktualisiert;Nichts;
6;Unterrichtsstruktur;Wissenserweiterung;
2;Unterrichtstempo anpassen, adäquatere Aufgaben stellen;Situationsdiagnostik;
1;Unterrichtsthemen aktualisiert;Nichts;
2;Unterrichtsvorbereitung;Nichts;
0;Unterrichtsvorbereitung am Abend ist anstrengend;Situationsdiagnostik;
0;Unterrichtsvorbereitung in der Schule;Nichts;
0;Unterrichtsvorbereitung läuft reibungslos;Nichts;
0;Unterrichtsvorbereitung und Korrekturen;Nichts;
2;"Unterrichtsvorbereitung
";Nichts;
2;Unterschiedliche Bewertungsmaßstäbe;Wissenserweiterung;
3;Unterschiedliche Tätigkeiten als KL, Unterrichtsvorbereitung, Mail-Beantworten;Nichts;
0;Unterschrift von Vertretungszetteln, Ausstausch über Learningsapps, Information und Austausch  über Projekt der Uni Konstanz;Nichts;
1;Unterstützung annehmen und darum bitten;Gegenseitige Unterstützung;
2;Unterstützung für SuS hilft ihnen;Situationsdiagnostik;
0;Unterstützung von externen Fachleuten (PVM);Nichts;
4;Unterstützungssysteme für Jugendliche;Wissenserweiterung;
2;Untis Sondereinsatz;Nichts;
0;Unzerrichtsvorbereitung, bereits gehaltenes Thema in leichter Variation;Nichts;
2;Unzuverlässigkeit anderer nimmt zu, sie externalisieren diese auf andere Bereiche;Situationsdiagnostik;
0;Update der Planung, Programm kommuniziert;Nichts;
0;Update moodle nervt,neue Oberfläche ist unlogisch,Vorbereitung der ersten Moodlekurse und Unterrichtsstunden;Nichts;
0;Updates kommen immer dann, wenn man sie nicht benötigt;Nichts;
4;updates nextcloud ubd bugsuche von imanager;Nichts;
0;UPP;Nichts;
5;UPP Umbesetzung;Nichts;
4;Veränderung bei Informationen für Schüler zu iPad-Leihe;Wissenserweiterung;
6;Veränderungen konstruktiv begleiten, Investition in die Zukunft;Sonstiges;
2;Verantwortung abgeben;Fähigkeit zur Selbstreflexion;
2;Verbesserung des Stadtspiel;Nichts;
1;Verbesserung des Unterrichts;Nichts;
1;verbindkiche Absprachen über Unterricht ist wichtig;Positive Einstellung zur Teamarbeit;
2;Verbindliche schulweite Kriterien für Kopfnoten;Wissenserweiterung;
5;Verbindung des PC mit nagelneuen Monitoren im Klassenzimmer für externen Gast in einer Klasse;Nichts;
3;Verbindung zwischen amerikanischer und Französischer Revolution;Nichts;
6;Verbindungslehrertätigkeit, Vorbereitung AU-Veranstaltung;Nichts;
2;Vereinfachung aufgrund Programmeingabe;Nichts;
5;Verfassen eines Protokolls zur Fachschaftssitzung;Nichts;
4;Verfügbarkeit bestimmter Arbeitsmaterialien;Wissenserweiterung;
1;Vergleich mit Korrekturen von Lehrkräften anderer Schulen;Nichts;
1;Verhalten bei Feueralarm - Sichtbarkeit;Wissenserweiterung;
2;Verhandlungserfolge durch wertschätzende Gesprächsführung;Situationsdiagnostik;
1;Verhandlungsführung;Festigung von Kernkompetenzen;
0;Verknüpfung der Landespolitik;Nichts;
0;Verkürzte Pause, da Probleme mit Klassenarbeit/Raum=Prüfungszeitverlängerung;Nichts;
2;Verlass dich nicht darauf das SuS ihre Unterlagen dabei haben.;Situationsdiagnostik;
2;Vermittlung von Kinderbetreuung an der Schule;Nichts;
3;Vermögensverteilung in Deutschland. Nächste schlechte Nachricht.;Nichts;
1;Vernetzung ist wichtig;Positive Einstellung zur Teamarbeit;
0;Versäumnisse an die Betriebe geschrieben, Anwesenheit vervollständigt, Klassenbuch geführt, Klassenlisten mit Bilder für den kommenden Vertretungsunterricht besorgt.;Nichts;
5;verschiedene Berechnungen in Excel;Wissenserweiterung;
